,location,total_sqft,bath,price,bhk
8786,Uttarahalli,1099.0,2.0,65.0,2
8787,Uttarahalli,1215.0,2.0,52.85,3
8788,Uttarahalli,1590.0,3.0,58.0,3
8789,Uttarahalli,1180.0,2.0,41.3,2
8790,Uttarahalli,1350.0,2.0,47.24,3
8791,Uttarahalli,1250.0,2.0,50.0,3
8792,Uttarahalli,1002.0,2.0,40.08,2
8793,Uttarahalli,1002.0,2.0,40.08,2
8794,Uttarahalli,1075.0,2.0,40.0,2
8795,Uttarahalli,1580.0,3.0,60.0,3
8796,Uttarahalli,1155.0,2.0,40.43,2
8797,Uttarahalli,1650.0,2.0,50.0,3
8798,Uttarahalli,1025.0,2.0,35.88,2
8799,Uttarahalli,1125.0,2.0,47.65,2
8800,Uttarahalli,1300.0,2.0,55.0,2
8801,Uttarahalli,1025.0,2.0,35.88,2
8802,Uttarahalli,980.0,2.0,45.0,2
8803,Uttarahalli,1125.0,2.0,47.0,2
8804,Uttarahalli,1135.0,2.0,39.73,3
8805,Uttarahalli,1350.0,2.0,47.24,3
8806,Uttarahalli,1250.0,2.0,50.0,3
8807,Uttarahalli,1250.0,2.0,50.0,3
8808,Uttarahalli,1175.0,2.0,47.0,2
8809,Uttarahalli,1360.0,2.0,47.59,3
8810,Uttarahalli,1360.0,2.0,47.59,3
8811,Uttarahalli,1525.0,2.0,62.82,3
8812,Uttarahalli,1265.0,2.0,65.0,3
8813,Uttarahalli,1590.0,3.0,57.0,3
8814,Uttarahalli,1330.0,2.0,46.55,3
8815,Uttarahalli,1213.0,2.0,48.0,2
8816,Uttarahalli,1475.0,2.0,59.0,3
8817,Uttarahalli,900.0,2.0,35.0,2
8818,Uttarahalli,1065.0,2.0,42.6,2
8819,Uttarahalli,1330.0,2.0,46.55,3
8820,Uttarahalli,1250.0,2.0,50.0,3
8821,Uttarahalli,1125.0,2.0,47.0,2
8822,Uttarahalli,1270.0,2.0,55.25,3
8823,Uttarahalli,1270.0,2.0,55.25,3
8824,Uttarahalli,1107.0,2.0,45.0,2
8825,Uttarahalli,1200.0,2.0,55.0,2
8826,Uttarahalli,1330.0,2.0,46.45,3
8827,Uttarahalli,1460.0,3.0,76.0,3
8828,Uttarahalli,1500.0,3.0,68.0,3
8829,Uttarahalli,1120.0,2.0,50.0,2
8830,Uttarahalli,1150.0,2.0,46.0,2
8831,Uttarahalli,1330.0,2.0,58.0,3
8832,Uttarahalli,1590.0,3.0,57.0,3
8833,Uttarahalli,1050.0,2.0,42.0,2
8834,Uttarahalli,1125.0,2.0,48.0,2
8835,Uttarahalli,4500.0,4.0,150.0,4
8836,Uttarahalli,1345.0,2.0,57.0,3
8837,Uttarahalli,1345.0,2.0,57.0,3
8838,Uttarahalli,1490.0,2.0,59.6,3
8839,Uttarahalli,1000.0,2.0,52.0,2
8840,Uttarahalli,1037.0,2.0,36.0,2
8841,Uttarahalli,1245.0,2.0,43.58,3
8842,Uttarahalli,1000.0,2.0,39.5,2
8843,Uttarahalli,1125.0,1.0,45.0,2
8844,Uttarahalli,1308.0,2.0,53.0,3
8845,Uttarahalli,1160.0,2.0,40.58,2
8846,Uttarahalli,1123.0,2.0,60.0,2
8847,Uttarahalli,1590.0,3.0,57.0,3
8848,Uttarahalli,1000.0,2.0,35.0,2
8849,Uttarahalli,1330.0,2.0,57.0,3
8850,Uttarahalli,1125.0,2.0,47.0,2
8851,Uttarahalli,1165.0,1.0,42.09,2
8852,Uttarahalli,1260.0,2.0,55.0,2
8853,Uttarahalli,1284.0,2.0,53.36,2
8854,Uttarahalli,1150.0,2.0,45.99,2
8855,Uttarahalli,1385.0,2.0,48.48,3
8856,Uttarahalli,1290.0,2.0,56.12,3
8857,Uttarahalli,1200.0,4.0,155.0,4
8858,Uttarahalli,1328.0,2.0,56.0,3
8859,Uttarahalli,1040.0,2.0,36.4,2
8860,Uttarahalli,1650.0,2.0,130.0,3
8861,Uttarahalli,1290.0,2.0,56.12,3
8862,Uttarahalli,1590.0,3.0,57.0,3
8863,Uttarahalli,1075.0,2.0,46.76,2
8864,Uttarahalli,1345.0,2.0,57.0,3
8865,Varthur,1160.0,2.0,44.0,2
8866,Varthur,1091.0,2.0,34.9,2
8867,Varthur,1385.0,2.0,80.0,2
8868,Varthur,1000.0,1.0,70.0,1
8869,Varthur,1535.0,3.0,65.99,3
8870,Varthur,1024.0,2.0,42.0,2
8871,Varthur,1125.0,2.0,40.0,2
8872,Varthur,1012.0,2.0,66.5,2
8873,Varthur,1320.0,2.0,110.0,4
8874,Varthur,1112.0,2.0,40.0,2
8875,Varthur,2145.0,3.0,175.0,3
8876,Varthur,1055.0,2.0,45.35,2
8877,Varthur,1280.0,2.0,65.0,2
8878,Varthur,977.0,2.0,36.0,2
8879,Varthur,1091.0,2.0,32.0,2
8880,Varthur,1250.0,3.0,71.0,3
8881,Varthur,1200.0,2.0,98.0,3
8882,Varthur,1200.0,3.0,67.75,3
8883,Varthur,1665.0,3.0,53.0,3
8884,Varthur,1111.0,2.0,41.88,2
8885,Varthur,1097.0,2.0,33.82,2
8886,Varthur,4500.0,5.0,300.0,4
8887,Varthur,1140.0,2.0,55.5,2
8888,Varthur,1012.0,2.0,59.0,2
8889,Varthur,1600.0,4.0,112.0,4
8890,Varthur,1140.0,2.0,39.9,2
8891,Varthur,1090.0,2.0,48.0,2
8892,Varthur,1450.0,3.0,71.0,3
8893,Varthur,1210.0,2.0,60.0,2
8894,Varthur,1070.0,2.0,46.0,2
8895,Varthur,1360.0,2.0,85.0,3
8896,Varthur,1083.0,2.0,28.0,2
8897,Varthur,965.0,2.0,34.0,2
8898,Varthur,1120.0,2.0,44.24,2
8899,Varthur,2145.0,3.0,165.0,3
8900,Varthur,1395.0,2.0,79.0,3
8901,Varthur,1085.0,2.0,45.0,2
8902,Varthur,1250.0,2.0,47.0,2
8903,Varthur,1200.0,3.0,68.38,3
8904,Varthur,1520.0,2.0,61.0,3
8905,Varthur,1155.0,2.0,60.0,2
8906,Varthur,1035.0,2.0,60.0,2
8907,Varthur,1100.0,2.0,72.0,2
8908,Varthur,1091.0,2.0,33.82,2
8909,Varthur,1155.0,2.0,39.0,2
8910,Varthur,1180.0,2.0,55.0,2
8911,Varthur,1520.0,2.0,60.0,3
8912,Varthur,1738.0,2.0,57.35,2
8913,Varthur,986.0,2.0,30.0,2
8914,Varthur,1045.0,2.0,40.65,2
8915,Varthur,1155.0,2.0,39.0,2
8916,Varthur,674.0,1.0,19.9,2
8917,Varthur,1615.0,3.0,69.43,3
8918,Varthur,1210.0,2.0,64.15,2
8919,Varthur,1737.0,2.0,57.32,3
8920,Varthur,1402.0,2.0,95.0,2
8921,Varthur,1105.0,2.0,38.0,2
8922,Varthur,2145.0,3.0,170.0,3
8923,Varthur,1560.0,3.0,90.0,3
8924,Varthur,1760.0,2.0,85.0,2
8925,Varthur,1210.0,2.0,54.0,2
8926,Varthur,1112.0,2.0,40.0,2
8927,Varthur,1740.0,4.0,175.0,4
8928,Varthur,986.0,2.0,31.0,2
8929,Varthur,1600.0,3.0,63.2,3
8930,Varthur,1000.0,1.0,65.0,2
8931,Varthur,2160.0,3.0,170.0,3
8932,Varthur,1665.0,3.0,71.58,3
8933,Varthur Road,1083.0,2.0,61.75,2
8934,Varthur Road,2760.0,4.0,155.0,4
8935,Varthur Road,900.0,2.0,27.0,2
8936,Varthur Road,1655.0,3.0,115.0,3
8937,Varthur Road,1300.0,3.0,75.0,4
8938,Varthur Road,805.5,2.0,19.33,2
8939,Varthur Road,1277.0,2.0,59.0,2
8940,Varthur Road,1247.0,2.0,58.0,3
8941,Varthur Road,1050.0,2.0,42.7,2
8942,Varthur Road,1255.0,2.0,52.76,2
8943,Varthur Road,1033.0,2.0,30.47,3
8944,Varthur Road,1033.0,2.0,32.0,2
8945,Varthur Road,552.5,1.0,13.26,1
8946,Varthur Road,1140.0,2.0,49.11,2
8947,Varthur Road,850.0,2.0,25.4,2
8948,Vasanthapura,1400.0,3.0,60.0,3
8949,Vasanthapura,1022.0,2.0,40.0,2
8950,Vasanthapura,1135.0,2.0,39.73,2
8951,Vasanthapura,995.0,2.0,34.82,2
8952,Vasanthapura,995.0,2.0,34.82,2
8953,Vasanthapura,1050.0,2.0,47.0,2
8954,Vasanthapura,940.0,2.0,40.0,2
8955,Vasanthapura,1500.0,2.0,65.0,2
8956,Vasanthapura,1037.0,2.0,36.28,2
8957,Vasanthapura,978.0,2.0,34.22,2
8958,Vasanthapura,1037.0,2.0,36.28,2
8959,Vidyaranyapura,1440.0,2.0,95.0,2
8960,Vidyaranyapura,1062.0,2.0,38.0,2
8961,Vidyaranyapura,1200.0,2.0,55.0,2
8962,Vidyaranyapura,1200.0,4.0,90.0,4
8963,Vidyaranyapura,1485.0,2.0,67.0,3
8964,Vidyaranyapura,1060.0,2.0,55.0,2
8965,Vidyaranyapura,1200.0,4.0,175.0,4
8966,Vidyaranyapura,1100.0,2.0,54.0,2
8967,Vidyaranyapura,4700.0,10.0,130.0,9
8968,Vidyaranyapura,1440.0,2.0,70.0,3
8969,Vidyaranyapura,1100.0,2.0,54.0,2
8970,Vidyaranyapura,1000.0,2.0,35.0,2
8971,Vidyaranyapura,1560.0,3.0,68.0,3
8972,Vidyaranyapura,1120.0,2.0,70.0,2
8973,Vidyaranyapura,945.0,2.0,40.0,2
8974,Vidyaranyapura,1100.0,2.0,54.0,2
8975,Vidyaranyapura,1200.0,2.0,65.0,3
8976,Vidyaranyapura,1200.0,2.0,52.0,2
8977,Vidyaranyapura,2640.0,6.0,225.0,5
8978,Vidyaranyapura,1175.0,2.0,35.0,2
8979,Vidyaranyapura,1050.0,2.0,50.0,2
8980,Vidyaranyapura,1188.0,2.0,50.0,2
8981,Vidyaranyapura,1100.0,2.0,75.0,3
8982,Vidyaranyapura,1100.0,2.0,72.0,3
8983,Vidyaranyapura,3150.0,7.0,375.0,7
8984,Vidyaranyapura,2400.0,5.0,135.0,4
8985,Vidyaranyapura,1100.0,2.0,41.0,2
8986,Vidyaranyapura,1200.0,2.0,60.5,2
8987,Vidyaranyapura,1200.0,2.0,42.0,2
8988,Vijayanagar,1704.0,3.0,110.0,3
8989,Vijayanagar,1933.0,3.0,129.0,3
8990,Vijayanagar,1500.0,3.0,75.5,3
8991,Vijayanagar,1450.0,3.0,100.0,3
8992,Vijayanagar,1580.0,2.0,134.0,3
8993,Vijayanagar,1826.0,3.0,121.0,3
8994,Vijayanagar,1739.0,3.0,116.0,3
8995,Vijayanagar,1490.0,3.0,100.0,3
8996,Vijayanagar,1180.0,2.0,65.0,2
8997,Vijayanagar,606.0,1.0,34.78,1
8998,Vijayanagar,1000.0,3.0,140.0,3
8999,Vijayanagar,1352.0,2.0,68.0,2
9000,Vijayanagar,1527.0,3.0,115.0,3
9001,Vijayanagar,989.0,2.0,60.0,2
9002,Vijayanagar,1520.0,2.0,103.0,3
9003,Vijayanagar,1380.0,2.0,225.0,2
9004,Vijayanagar,1749.0,3.0,117.0,3
9005,Vijayanagar,1046.0,2.0,75.0,2
9006,Vijayanagar,606.0,1.0,40.0,1
9007,Vijayanagar,1200.0,2.0,62.0,2
9008,Vijayanagar,1300.0,2.0,75.0,3
9009,Vijayanagar,1484.0,3.0,79.19,3
9010,Vijayanagar,1760.0,3.0,140.0,3
9011,Vijayanagar,2047.0,3.0,136.0,3
9012,Vijayanagar,1200.0,2.0,75.0,3
9013,Vijayanagar,1178.0,2.0,82.0,2
9014,Vijayanagar,864.0,2.0,45.0,2
9015,Vijayanagar,1806.0,6.0,370.0,6
9016,Vijayanagar,2100.0,6.0,252.0,4
9017,Vijayanagar,920.0,2.0,60.0,2
9018,Vijayanagar,1019.0,2.0,58.0,2
9019,Vijayanagar,2400.0,6.0,125.0,5
9020,Vijayanagar,1180.0,2.0,86.0,2
9021,Vijayanagar,1046.0,2.0,49.06,2
9022,Vijayanagar,2400.0,2.0,230.0,1
9023,Vijayanagar,492.0,1.0,40.0,1
9024,Vijayanagar,1375.0,2.0,75.0,3
9025,Vijayanagar,1500.0,4.0,360.0,4
9026,Vishveshwarya Layout,4000.0,7.0,225.0,7
9027,Vishveshwarya Layout,750.0,1.0,30.0,1
9028,Vishveshwarya Layout,2000.0,4.0,75.0,4
9029,Vishveshwarya Layout,2100.0,6.0,92.0,6
9030,Vishveshwarya Layout,7000.0,4.0,210.0,4
9031,Vishveshwarya Layout,2000.0,3.0,90.0,4
9032,Vishveshwarya Layout,4000.0,6.0,230.0,6
9033,Vishwapriya Layout,820.0,2.0,30.0,2
9034,Vishwapriya Layout,1235.0,2.0,60.0,2
9035,Vishwapriya Layout,1250.0,3.0,38.0,3
9036,Vishwapriya Layout,770.0,2.0,30.0,2
9037,Vishwapriya Layout,2800.0,5.0,130.0,5
9038,Vishwapriya Layout,910.0,2.0,36.0,2
9039,Vishwapriya Layout,890.0,2.0,37.0,2
9040,Vittasandra,1404.0,2.0,71.0,2
9041,Vittasandra,1246.0,2.0,67.0,2
9042,Vittasandra,1404.0,2.0,69.3,2
9043,Vittasandra,1246.0,2.0,67.3,2
9044,Vittasandra,1246.0,2.0,64.5,2
9045,Vittasandra,1246.0,2.0,64.5,2
9046,Vittasandra,1246.0,2.0,68.0,2
9047,Vittasandra,1743.0,3.0,85.0,3
9048,Vittasandra,1238.0,2.0,67.0,2
9049,Vittasandra,1404.0,2.0,75.0,2
9050,Vittasandra,1246.0,2.0,65.0,2
9051,Vittasandra,1238.0,2.0,67.0,2
9052,Vittasandra,1246.0,2.0,67.4,2
9053,Vittasandra,2105.0,2.0,70.2,2
9054,Vittasandra,1259.0,2.0,67.4,2
9055,Vittasandra,1934.0,2.0,90.0,2
9056,Vittasandra,1404.0,2.0,68.8,2
9057,Vittasandra,1246.0,2.0,62.3,2
9058,Vittasandra,1246.0,2.0,63.0,2
9059,Vittasandra,1246.0,2.0,67.4,2
9060,Vittasandra,1246.0,2.0,65.4,2
9061,Vittasandra,1650.0,3.0,84.0,3
9062,Vittasandra,1238.0,2.0,67.32,2
9063,Vittasandra,1246.0,2.0,67.4,2
9064,Vittasandra,1650.0,3.0,85.0,3
9065,Vittasandra,1246.0,2.0,67.3,2
9066,Vittasandra,1404.0,2.0,70.0,2
9067,Vittasandra,1259.0,2.0,67.48,2
9068,Vittasandra,1404.0,2.0,75.0,2
9069,Vittasandra,1650.0,3.0,85.5,3
9070,Vittasandra,1246.0,2.0,69.0,2
9071,Vittasandra,1246.0,2.0,67.0,2
9072,Vittasandra,1650.0,3.0,85.0,3
9073,Vittasandra,1650.0,3.0,85.5,3
9074,Vittasandra,1404.0,2.0,72.0,2
9075,Vittasandra,1246.0,2.0,67.5,2
9076,Vittasandra,1246.0,2.0,67.5,2
9077,Vittasandra,1404.0,2.0,70.0,2
9078,Vittasandra,1404.0,2.0,67.5,2
9079,Vittasandra,1246.0,2.0,65.0,2
9080,Vittasandra,1246.0,2.0,67.4,2
9081,Vittasandra,1648.0,3.0,85.0,3
9082,Whitefield,1170.0,2.0,38.0,2
9083,Whitefield,1800.0,2.0,70.0,3
9084,Whitefield,2785.0,5.0,295.0,4
9085,Whitefield,1610.0,3.0,81.0,3
9086,Whitefield,1459.0,2.0,94.82,2
9087,Whitefield,2010.0,3.0,91.0,3
9088,Whitefield,5700.0,5.0,650.0,4
9089,Whitefield,1116.0,2.0,51.91,2
9090,Whitefield,4200.0,4.0,420.0,4
9091,Whitefield,1225.0,2.0,47.6,2
9092,Whitefield,1075.0,2.0,53.0,2
9093,Whitefield,1280.0,2.0,75.0,2
9094,Whitefield,1173.0,2.0,58.0,2
9095,Whitefield,1910.0,3.0,161.0,3
9096,Whitefield,3252.0,4.0,230.0,4
9097,Whitefield,11890.0,4.0,700.0,4
9098,Whitefield,1130.0,2.0,42.16,2
9099,Whitefield,1040.0,2.0,48.5,2
9100,Whitefield,1150.0,2.0,70.0,2
9101,Whitefield,1768.0,3.0,101.0,3
9102,Whitefield,1500.0,3.0,61.95,3
9103,Whitefield,4144.0,4.0,315.0,4
9104,Whitefield,2500.0,3.0,313.0,3
9105,Whitefield,4104.0,4.0,360.0,4
9106,Whitefield,1790.0,3.0,100.0,3
9107,Whitefield,1720.0,3.0,100.0,3
9108,Whitefield,1140.0,2.0,56.0,2
9109,Whitefield,1640.0,4.0,91.0,3
9110,Whitefield,805.0,2.0,35.0,2
9111,Whitefield,1155.0,2.0,59.95,2
9112,Whitefield,2280.0,4.0,126.0,3
9113,Whitefield,1650.0,3.0,60.0,3
9114,Whitefield,1447.0,2.0,83.0,2
9115,Whitefield,1116.0,2.0,51.91,2
9116,Whitefield,1897.0,3.0,130.0,3
9117,Whitefield,2225.0,2.0,125.0,3
9118,Whitefield,4348.5,2.0,304.0,4
9119,Whitefield,1495.0,2.0,79.5,2
9120,Whitefield,1113.0,2.0,62.0,2
9121,Whitefield,2268.0,3.0,163.0,4
9122,Whitefield,1560.0,2.0,72.0,3
9123,Whitefield,1200.0,2.0,45.84,2
9124,Whitefield,2400.0,4.0,200.0,4
9125,Whitefield,1985.0,3.0,75.0,3
9126,Whitefield,1360.0,2.0,95.0,2
9127,Whitefield,1254.0,2.0,40.0,2
9128,Whitefield,1697.0,3.0,94.79,3
9129,Whitefield,5000.0,4.0,400.0,4
9130,Whitefield,4800.0,4.0,525.0,4
9131,Whitefield,3000.0,5.0,250.0,4
9132,Whitefield,1700.0,3.0,115.0,3
9133,Whitefield,1140.0,2.0,41.0,2
9134,Whitefield,1190.0,2.0,57.0,2
9135,Whitefield,2842.0,3.0,162.0,3
9136,Whitefield,1403.0,2.0,60.81,3
9137,Whitefield,3100.0,4.0,465.0,4
9138,Whitefield,1232.0,2.0,45.0,2
9139,Whitefield,1485.0,3.0,65.0,3
9140,Whitefield,1500.0,3.0,130.0,3
9141,Whitefield,1280.0,2.0,75.0,2
9142,Whitefield,1330.0,2.0,71.0,2
9143,Whitefield,1405.0,2.0,78.0,3
9144,Whitefield,2225.0,3.0,115.0,3
9145,Whitefield,1272.0,2.0,95.05,2
9146,Whitefield,1205.0,2.0,39.0,2
9147,Whitefield,1541.0,3.0,72.0,3
9148,Whitefield,1192.0,2.0,71.0,2
9149,Whitefield,1277.0,2.0,61.3,2
9150,Whitefield,1185.0,2.0,40.0,2
9151,Whitefield,1306.0,3.0,54.65,3
9152,Whitefield,1626.0,3.0,89.0,3
9153,Whitefield,1585.0,3.0,88.0,3
9154,Whitefield,3250.0,5.0,900.0,5
9155,Whitefield,665.0,2.0,28.585,1
9156,Whitefield,1125.0,2.0,62.0,2
9157,Whitefield,1280.0,2.0,85.0,2
9158,Whitefield,1200.0,3.0,68.5,3
9159,Whitefield,4000.0,4.0,330.0,4
9160,Whitefield,1420.0,2.0,136.0,2
9161,Whitefield,1697.0,3.0,108.0,3
9162,Whitefield,1205.0,2.0,58.0,2
9163,Whitefield,3606.0,4.0,312.0,4
9164,Whitefield,1204.0,4.0,125.0,4
9165,Whitefield,1485.0,2.0,90.0,2
9166,Whitefield,950.0,1.0,50.0,1
9167,Whitefield,3584.0,4.0,199.0,4
9168,Whitefield,2400.0,5.0,329.0,4
9169,Whitefield,825.0,1.0,45.0,1
9170,Whitefield,1155.0,2.0,60.0,2
9171,Whitefield,2010.0,3.0,92.0,3
9172,Whitefield,1635.0,2.0,85.0,3
9173,Whitefield,1216.0,2.0,79.0,2
9174,Whitefield,1200.0,3.0,56.2,3
9175,Whitefield,1215.0,2.0,65.0,2
9176,Whitefield,1870.0,3.0,90.0,3
9177,Whitefield,1260.0,2.0,49.5,2
9178,Whitefield,2856.0,5.0,145.5,4
9179,Whitefield,920.0,2.0,63.0,2
9180,Whitefield,1165.0,2.0,40.5,2
9181,Whitefield,1170.0,2.0,71.0,2
9182,Whitefield,1118.0,2.0,75.0,2
9183,Whitefield,1800.0,3.0,110.0,3
9184,Whitefield,1562.0,3.0,103.0,3
9185,Whitefield,1190.0,2.0,67.0,2
9186,Whitefield,1102.0,2.0,48.0,2
9187,Whitefield,2321.0,4.0,128.0,3
9188,Whitefield,1320.0,2.0,95.0,2
9189,Whitefield,735.0,2.0,35.0,2
9190,Whitefield,1896.0,3.0,75.0,3
9191,Whitefield,3010.0,3.0,200.0,3
9192,Whitefield,1346.0,2.0,96.17,2
9193,Whitefield,3850.0,5.0,316.0,3
9194,Whitefield,1410.0,3.0,43.71,3
9195,Whitefield,1150.0,2.0,44.0,3
9196,Whitefield,1280.0,2.0,52.0,2
9197,Whitefield,2500.0,4.0,155.0,4
9198,Whitefield,905.0,1.0,55.0,1
9199,Whitefield,1200.0,2.0,46.13,2
9200,Whitefield,2268.0,3.0,146.0,4
9201,Whitefield,1150.0,2.0,55.0,2
9202,Whitefield,1500.0,3.0,71.8,3
9203,Whitefield,630.5,1.0,32.79,1
9204,Whitefield,3537.0,5.0,210.0,4
9205,Whitefield,1285.0,2.0,55.9,2
9206,Whitefield,1697.0,3.0,115.0,3
9207,Whitefield,1130.0,2.0,36.0,2
9208,Whitefield,1215.0,2.0,39.0,2
9209,Whitefield,1520.0,2.0,150.0,3
9210,Whitefield,1495.0,2.0,79.5,2
9211,Whitefield,3250.0,5.0,290.0,5
9212,Whitefield,1216.0,2.0,66.48,2
9213,Whitefield,1350.0,3.0,54.0,3
9214,Whitefield,1173.0,2.0,60.0,2
9215,Whitefield,1269.0,2.0,75.0,2
9216,Whitefield,3227.0,5.0,250.0,5
9217,Whitefield,1545.0,3.0,79.0,3
9218,Whitefield,1306.0,3.0,54.65,3
9219,Whitefield,1000.0,2.0,35.0,2
9220,Whitefield,3262.0,4.0,260.0,4
9221,Whitefield,1386.0,3.0,57.46,3
9222,Whitefield,1132.0,2.0,79.28,2
9223,Whitefield,1200.0,2.0,45.84,2
9224,Whitefield,3000.0,4.0,330.0,4
9225,Whitefield,1140.0,2.0,39.0,2
9226,Whitefield,2830.0,5.0,160.0,4
9227,Whitefield,1205.0,2.0,40.0,2
9228,Whitefield,1195.0,2.0,70.0,2
9229,Whitefield,3480.0,4.0,284.0,3
9230,Whitefield,1738.0,2.0,79.0,3
9231,Whitefield,1500.0,4.0,200.0,4
9232,Whitefield,3004.0,4.0,285.0,4
9233,Whitefield,1250.0,2.0,72.0,2
9234,Whitefield,709.0,1.0,34.385,1
9235,Whitefield,1340.0,2.0,77.0,2
9236,Whitefield,1320.0,2.0,79.5,2
9237,Whitefield,750.0,2.0,52.7,2
9238,Whitefield,1200.0,3.0,61.96,3
9239,Whitefield,1180.0,2.0,41.0,2
9240,Whitefield,3000.0,4.0,306.0,4
9241,Whitefield,1095.0,2.0,35.0,2
9242,Whitefield,1415.0,2.0,67.0,2
9243,Whitefield,1105.0,2.0,41.36,2
9244,Whitefield,2094.0,2.0,113.19,3
9245,Whitefield,1200.0,2.0,45.0,2
9246,Whitefield,3445.0,5.0,270.0,4
9247,Whitefield,1700.0,3.0,140.0,3
9248,Whitefield,4827.0,4.0,400.0,4
9249,Whitefield,1405.0,2.0,84.5,2
9250,Whitefield,1345.0,2.0,57.0,3
9251,Whitefield,3252.0,4.0,280.0,4
9252,Whitefield,1200.0,2.0,45.0,2
9253,Whitefield,1150.0,2.0,90.0,2
9254,Whitefield,2400.0,4.0,147.0,4
9255,Whitefield,1440.0,2.0,64.0,3
9256,Whitefield,624.0,1.0,35.0,1
9257,Whitefield,1200.0,2.0,45.0,2
9258,Whitefield,1109.0,2.0,41.49,2
9259,Whitefield,4356.0,5.0,850.0,4
9260,Whitefield,1700.0,3.0,95.0,3
9261,Whitefield,4960.0,4.0,400.0,4
9262,Whitefield,2928.0,4.0,198.0,4
9263,Whitefield,1215.0,2.0,62.0,2
9264,Whitefield,2700.0,5.0,175.0,3
9265,Whitefield,1216.0,2.0,84.0,2
9266,Whitefield,2882.0,5.0,204.0,4
9267,Whitefield,1840.0,3.0,140.0,3
9268,Whitefield,1778.0,3.0,122.0,3
9269,Whitefield,1400.0,2.0,80.0,2
9270,Whitefield,3100.0,4.0,350.0,4
9271,Whitefield,650.0,1.0,25.0,1
9272,Whitefield,2155.0,3.0,125.0,4
9273,Whitefield,905.0,1.0,52.0,1
9274,Whitefield,1230.0,2.0,59.0,2
9275,Whitefield,1205.0,2.0,40.0,2
9276,Whitefield,1125.0,2.0,40.0,2
9277,Whitefield,810.0,1.0,21.0,1
9278,Whitefield,1216.0,2.0,69.06,2
9279,Whitefield,1216.0,2.0,75.0,2
9280,Whitefield,1355.0,2.0,78.0,2
9281,Whitefield,1255.0,2.0,77.0,2
9282,Whitefield,1216.0,2.0,73.0,2
9283,Whitefield,709.0,1.0,34.735,1
9284,Whitefield,1140.0,2.0,45.0,2
9285,Whitefield,1190.0,2.0,60.0,2
9286,Whitefield,1312.0,2.0,55.0,2
9287,Whitefield,1745.0,3.0,100.0,3
9288,Whitefield,3200.0,4.0,224.0,4
9289,Whitefield,1096.0,2.0,39.0,2
9290,Whitefield,825.0,1.0,44.9,1
9291,Whitefield,1116.0,2.0,51.91,2
9292,Whitefield,1227.0,2.0,53.49,2
9293,Whitefield,1235.0,2.0,47.0,2
9294,Whitefield,1870.0,3.0,138.0,3
9295,Whitefield,1175.0,2.0,39.0,2
9296,Whitefield,4400.0,5.0,525.0,4
9297,Whitefield,1180.0,2.0,41.0,2
9298,Whitefield,1862.0,3.0,125.0,3
9299,Whitefield,2403.0,5.0,360.0,4
9300,Whitefield,1655.0,3.0,113.0,3
9301,Whitefield,530.0,1.0,29.44,1
9302,Whitefield,1085.0,2.0,57.0,2
9303,Whitefield,905.0,1.0,50.0,1
9304,Whitefield,1600.0,3.0,82.0,3
9305,Whitefield,1230.0,4.0,80.0,4
9306,Whitefield,1255.0,2.0,40.0,2
9307,Whitefield,630.5,1.0,32.15,1
9308,Whitefield,905.0,1.0,52.0,1
9309,Whitefield,1200.0,3.0,57.15,3
9310,Whitefield,1451.0,2.0,52.43,3
9311,Whitefield,1187.0,2.0,37.85,2
9312,Whitefield,1216.0,2.0,83.0,2
9313,Whitefield,1301.0,2.0,65.0,2
9314,Whitefield,2500.0,3.0,280.0,3
9315,Whitefield,1330.0,2.0,55.0,3
9316,Whitefield,1155.0,2.0,55.0,2
9317,Whitefield,1355.0,3.0,76.0,2
9318,Whitefield,4075.0,5.0,226.0,4
9319,Whitefield,1216.0,2.0,75.0,2
9320,Whitefield,4000.0,4.0,380.0,4
9321,Whitefield,1242.0,2.0,65.0,2
9322,Whitefield,1495.0,2.0,67.0,3
9323,Whitefield,1548.0,3.0,65.0,3
9324,Whitefield,2856.0,5.0,154.5,4
9325,Whitefield,1200.0,2.0,46.13,2
9326,Whitefield,1200.0,2.0,46.13,2
9327,Whitefield,1405.0,3.0,58.0,3
9328,Whitefield,2856.0,5.0,158.5,4
9329,Whitefield,1355.0,2.0,73.0,2
9330,Whitefield,2882.0,5.0,158.0,4
9331,Whitefield,750.0,1.0,51.0,1
9332,Whitefield,1115.0,2.0,34.555,2
9333,Whitefield,1105.0,2.0,39.99,2
9334,Whitefield,2324.0,2.0,26.73,2
9335,Whitefield,1173.0,2.0,77.0,2
9336,Whitefield,1200.0,3.0,68.4,3
9337,Whitefield,982.0,2.0,37.0,2
9338,Whitefield,1118.0,2.0,42.0,2
9339,Whitefield,1216.0,2.0,69.0,2
9340,Whitefield,3425.0,5.0,250.0,4
9341,Whitefield,3000.0,3.0,400.0,3
9342,Whitefield,4003.0,6.0,525.0,4
9343,Whitefield,1100.0,2.0,37.0,2
9344,Whitefield,1200.0,3.0,56.0,3
9345,Whitefield,2856.0,5.0,157.5,4
9346,Whitefield,1550.0,2.0,49.6,3
9347,Whitefield,4100.0,4.0,550.0,4
9348,Whitefield,2173.0,3.0,128.0,3
9349,Whitefield,1435.0,3.0,45.0,3
9350,Whitefield,905.0,1.0,62.0,1
9351,Whitefield,1870.0,3.0,138.0,3
